stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\User\Downloads\CSI2P1-Final-Project-Template - 複製\SourceCode8\allegro5.cfg r
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.54222] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.54223] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.54224] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.54225] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.54226] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.54227] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.54228] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.54229] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  12.54230] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  12.54231] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  12.54232] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  12.54233] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  12.54243] added dtor for bitmap 000000000b25b530, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.54245] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.54246] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.54247] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.54248] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.54249] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.54250] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.54251] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.54252] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.54253] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  12.54254] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  12.54255] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  12.54256] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  12.54257] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  12.54267] added dtor for bitmap 000000000b25b1d0, func 00007ffcffe21bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.54270] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.54271] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.54569] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.54572] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.54621] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.54623] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.54670] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.54673] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.54724] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.54726] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.56511] removed dtor for bitmap 000000000b27f910
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.56517] removed dtor for bitmap 000000000b27fac0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.56522] removed dtor for bitmap 000000000b27fe20
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.56529] removed dtor for bitmap 000000000b25b530
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.56537] removed dtor for bitmap 000000000b25b1d0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.56569] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.56572] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.72443] removed dtor for bitmap 000000000b27fc70
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72457] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72459] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72460] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72461] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72462] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72463] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72464] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72465] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72466] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  12.72467] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  12.72468] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  12.72469] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  12.72470] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  12.72485] added dtor for bitmap 000000000b27fe20, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72486] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72487] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72488] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72489] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72490] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72491] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72492] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72493] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72494] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  12.72495] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  12.72496] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  12.72497] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  12.72498] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  12.72511] added dtor for bitmap 000000000b27f910, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72514] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72515] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72516] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72517] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72518] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72519] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72520] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72521] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72522] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  12.72523] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  12.72524] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  12.72525] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  12.72526] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  12.72546] added dtor for bitmap 000000000b27fac0, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72548] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72549] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72550] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72551] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72552] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72553] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72554] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72555] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72556] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  12.72557] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  12.72558] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  12.72559] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  12.72560] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  12.72575] added dtor for bitmap 000000000b27fc70, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72577] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72578] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72579] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72580] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72581] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72582] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72583] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72584] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.72585] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  12.72586] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  12.72587] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  12.72588] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  12.72589] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  12.72601] added dtor for bitmap 000000000b25b1d0, func 00007ffcffe21bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.72604] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.72605] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.72856] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.72859] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.72895] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.72897] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.72932] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.72934] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.74392] removed dtor for bitmap 000000000b27f910
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.74397] removed dtor for bitmap 000000000b27fac0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.74398] removed dtor for bitmap 000000000b27fc70
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.74411] removed dtor for bitmap 000000000b25b1d0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.74449] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.74452] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.82409] removed dtor for bitmap 000000000b27fe20
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82420] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82422] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82424] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82425] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82426] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82427] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82428] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82429] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82430] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  12.82431] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  12.82432] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  12.82433] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  12.82435] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  12.82447] added dtor for bitmap 000000000b27fe20, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82449] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82450] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82451] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82452] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82453] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82454] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82455] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82456] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82457] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  12.82458] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  12.82459] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  12.82460] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  12.82461] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  12.82475] added dtor for bitmap 000000000b27fc70, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82478] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82479] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82480] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82481] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82482] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82483] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82485] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82486] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82487] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  12.82488] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  12.82489] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  12.82490] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  12.82491] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  12.82506] added dtor for bitmap 000000000b27fac0, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82508] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82510] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82511] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82512] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82513] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82514] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82515] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82516] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82517] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  12.82518] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  12.82519] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  12.82520] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  12.82521] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  12.82535] added dtor for bitmap 000000000b27f910, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82537] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82538] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82539] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82540] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82541] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82542] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82543] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82544] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82545] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  12.82546] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  12.82547] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  12.82548] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  12.82550] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  12.82563] added dtor for bitmap 000000000b259be0, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82565] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82566] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82567] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82568] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82569] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82570] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82571] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82572] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.82573] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  12.82574] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  12.82575] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  12.82576] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  12.82578] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  12.82591] added dtor for bitmap 000000000b259f40, func 00007ffcffe21bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.82594] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.82595] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.82901] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.82904] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.82958] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.82961] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.83010] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.83013] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.83067] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.83070] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84919] removed dtor for bitmap 000000000b27fc70
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84924] removed dtor for bitmap 000000000b27fac0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84931] removed dtor for bitmap 000000000b27f910
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84942] removed dtor for bitmap 000000000b259be0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.84952] removed dtor for bitmap 000000000b259f40
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.84994] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.84996] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  13.02396] removed dtor for bitmap 000000000b27fe20
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02412] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02413] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02414] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02415] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02416] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02417] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02418] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02419] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02420] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  13.02421] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  13.02422] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  13.02423] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  13.02424] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  13.02442] added dtor for bitmap 000000000b27fc70, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02443] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02444] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02446] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02447] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02448] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02449] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02450] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02451] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02452] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  13.02453] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  13.02454] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  13.02455] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  13.02456] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  13.02469] added dtor for bitmap 000000000b27fe20, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02472] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02473] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02474] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02475] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02476] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02477] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02478] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02479] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02480] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  13.02480] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  13.02481] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  13.02482] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  13.02484] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  13.02497] added dtor for bitmap 000000000b27f910, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02499] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02501] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02501] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02502] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02503] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02504] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02505] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02506] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  13.02507] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  13.02508] Alpha doesn't match
